[02/28 21:43:10] cifar10-resnet56 INFO: Params: 0.86 M => 0.49 M, (Param RR 42.41%)
[02/28 21:43:10] cifar10-resnet56 INFO: FLOPs: 127.12 M => 63.60 M (FLOPs RR 49.97%, Speed-Up 2.00X )
[02/28 21:43:15] cifar10-resnet56 INFO: Epoch 1/300, Acc=0.3836, Val Loss=1.7177, lr=0.1000
[02/28 21:43:19] cifar10-resnet56 INFO: Epoch 2/300, Acc=0.5277, Val Loss=1.4395, lr=0.1000
[02/28 21:43:24] cifar10-resnet56 INFO: Epoch 3/300, Acc=0.5995, Val Loss=1.2241, lr=0.1000
[02/28 21:43:29] cifar10-resnet56 INFO: Epoch 4/300, Acc=0.6281, Val Loss=1.2055, lr=0.1000
[02/28 21:43:33] cifar10-resnet56 INFO: Epoch 5/300, Acc=0.7231, Val Loss=0.8661, lr=0.1000
[02/28 21:43:38] cifar10-resnet56 INFO: Epoch 6/300, Acc=0.7603, Val Loss=0.7031, lr=0.1000
[02/28 21:43:43] cifar10-resnet56 INFO: Epoch 7/300, Acc=0.6864, Val Loss=0.9891, lr=0.1000
[02/28 21:43:48] cifar10-resnet56 INFO: Epoch 8/300, Acc=0.7784, Val Loss=0.6488, lr=0.1000
[02/28 21:43:52] cifar10-resnet56 INFO: Epoch 9/300, Acc=0.7093, Val Loss=0.9668, lr=0.1000
[02/28 21:43:57] cifar10-resnet56 INFO: Epoch 10/300, Acc=0.7382, Val Loss=0.7739, lr=0.1000
[02/28 21:44:02] cifar10-resnet56 INFO: Epoch 11/300, Acc=0.7427, Val Loss=0.8018, lr=0.1000
[02/28 21:44:07] cifar10-resnet56 INFO: Epoch 12/300, Acc=0.7460, Val Loss=0.7788, lr=0.1000
[02/28 21:44:11] cifar10-resnet56 INFO: Epoch 13/300, Acc=0.7376, Val Loss=0.8301, lr=0.1000
[02/28 21:44:16] cifar10-resnet56 INFO: Epoch 14/300, Acc=0.8031, Val Loss=0.5774, lr=0.1000
[02/28 21:44:21] cifar10-resnet56 INFO: Epoch 15/300, Acc=0.7596, Val Loss=0.7494, lr=0.1000
[02/28 21:44:25] cifar10-resnet56 INFO: Epoch 16/300, Acc=0.7349, Val Loss=0.7915, lr=0.1000
[02/28 21:44:30] cifar10-resnet56 INFO: Epoch 17/300, Acc=0.7836, Val Loss=0.6291, lr=0.1000
[02/28 21:44:35] cifar10-resnet56 INFO: Epoch 18/300, Acc=0.7336, Val Loss=0.8279, lr=0.1000
[02/28 21:44:39] cifar10-resnet56 INFO: Epoch 19/300, Acc=0.7634, Val Loss=0.7232, lr=0.1000
[02/28 21:44:44] cifar10-resnet56 INFO: Epoch 20/300, Acc=0.7312, Val Loss=0.9445, lr=0.1000
[02/28 21:44:49] cifar10-resnet56 INFO: Epoch 21/300, Acc=0.7249, Val Loss=0.9487, lr=0.1000
[02/28 21:44:53] cifar10-resnet56 INFO: Epoch 22/300, Acc=0.7845, Val Loss=0.6894, lr=0.1000
[02/28 21:44:58] cifar10-resnet56 INFO: Epoch 23/300, Acc=0.7645, Val Loss=0.7060, lr=0.1000
[02/28 21:45:03] cifar10-resnet56 INFO: Epoch 24/300, Acc=0.6963, Val Loss=1.0582, lr=0.1000
[02/28 21:45:08] cifar10-resnet56 INFO: Epoch 25/300, Acc=0.7064, Val Loss=0.9052, lr=0.1000
[02/28 21:45:12] cifar10-resnet56 INFO: Epoch 26/300, Acc=0.7643, Val Loss=0.7116, lr=0.1000
[02/28 21:45:17] cifar10-resnet56 INFO: Epoch 27/300, Acc=0.7857, Val Loss=0.6498, lr=0.1000
[02/28 21:45:22] cifar10-resnet56 INFO: Epoch 28/300, Acc=0.7906, Val Loss=0.6148, lr=0.1000
[02/28 21:45:26] cifar10-resnet56 INFO: Epoch 29/300, Acc=0.7936, Val Loss=0.6138, lr=0.1000
[02/28 21:45:31] cifar10-resnet56 INFO: Epoch 30/300, Acc=0.8016, Val Loss=0.6073, lr=0.1000
[02/28 21:45:36] cifar10-resnet56 INFO: Epoch 31/300, Acc=0.7744, Val Loss=0.6832, lr=0.1000
[02/28 21:45:40] cifar10-resnet56 INFO: Epoch 32/300, Acc=0.7932, Val Loss=0.6168, lr=0.1000
[02/28 21:45:45] cifar10-resnet56 INFO: Epoch 33/300, Acc=0.7875, Val Loss=0.6537, lr=0.1000
[02/28 21:45:50] cifar10-resnet56 INFO: Epoch 34/300, Acc=0.8216, Val Loss=0.5221, lr=0.1000
[02/28 21:45:55] cifar10-resnet56 INFO: Epoch 35/300, Acc=0.7910, Val Loss=0.6217, lr=0.1000
[02/28 21:45:59] cifar10-resnet56 INFO: Epoch 36/300, Acc=0.7579, Val Loss=0.7495, lr=0.1000
[02/28 21:46:04] cifar10-resnet56 INFO: Epoch 37/300, Acc=0.7223, Val Loss=0.8915, lr=0.1000
[02/28 21:46:09] cifar10-resnet56 INFO: Epoch 38/300, Acc=0.7283, Val Loss=0.8210, lr=0.1000
[02/28 21:46:13] cifar10-resnet56 INFO: Epoch 39/300, Acc=0.7060, Val Loss=0.9621, lr=0.1000
[02/28 21:46:18] cifar10-resnet56 INFO: Epoch 40/300, Acc=0.8316, Val Loss=0.4953, lr=0.1000
[02/28 21:46:23] cifar10-resnet56 INFO: Epoch 41/300, Acc=0.8066, Val Loss=0.5685, lr=0.1000
[02/28 21:46:27] cifar10-resnet56 INFO: Epoch 42/300, Acc=0.7637, Val Loss=0.7260, lr=0.1000
[02/28 21:46:32] cifar10-resnet56 INFO: Epoch 43/300, Acc=0.7871, Val Loss=0.6443, lr=0.1000
[02/28 21:46:37] cifar10-resnet56 INFO: Epoch 44/300, Acc=0.8139, Val Loss=0.5425, lr=0.1000
[02/28 21:46:42] cifar10-resnet56 INFO: Epoch 45/300, Acc=0.8263, Val Loss=0.5120, lr=0.1000
[02/28 21:46:46] cifar10-resnet56 INFO: Epoch 46/300, Acc=0.7601, Val Loss=0.7082, lr=0.1000
[02/28 21:46:51] cifar10-resnet56 INFO: Epoch 47/300, Acc=0.8051, Val Loss=0.5834, lr=0.1000
[02/28 21:46:56] cifar10-resnet56 INFO: Epoch 48/300, Acc=0.7946, Val Loss=0.6505, lr=0.1000
[02/28 21:47:00] cifar10-resnet56 INFO: Epoch 49/300, Acc=0.8073, Val Loss=0.5692, lr=0.1000
[02/28 21:47:05] cifar10-resnet56 INFO: Epoch 50/300, Acc=0.8057, Val Loss=0.5922, lr=0.1000
[02/28 21:47:09] cifar10-resnet56 INFO: Epoch 51/300, Acc=0.7266, Val Loss=0.8382, lr=0.1000
[02/28 21:47:14] cifar10-resnet56 INFO: Epoch 52/300, Acc=0.7774, Val Loss=0.7151, lr=0.1000
[02/28 21:47:19] cifar10-resnet56 INFO: Epoch 53/300, Acc=0.7966, Val Loss=0.6473, lr=0.1000
[02/28 21:47:24] cifar10-resnet56 INFO: Epoch 54/300, Acc=0.8009, Val Loss=0.6246, lr=0.1000
[02/28 21:47:28] cifar10-resnet56 INFO: Epoch 55/300, Acc=0.7672, Val Loss=0.7099, lr=0.1000
[02/28 21:47:33] cifar10-resnet56 INFO: Epoch 56/300, Acc=0.7846, Val Loss=0.6399, lr=0.1000
[02/28 21:47:38] cifar10-resnet56 INFO: Epoch 57/300, Acc=0.7352, Val Loss=0.8418, lr=0.1000
[02/28 21:47:42] cifar10-resnet56 INFO: Epoch 58/300, Acc=0.7861, Val Loss=0.6743, lr=0.1000
[02/28 21:47:47] cifar10-resnet56 INFO: Epoch 59/300, Acc=0.7960, Val Loss=0.6214, lr=0.1000
[02/28 21:47:52] cifar10-resnet56 INFO: Epoch 60/300, Acc=0.7486, Val Loss=0.8491, lr=0.1000
[02/28 21:47:57] cifar10-resnet56 INFO: Epoch 61/300, Acc=0.7777, Val Loss=0.7022, lr=0.1000
[02/28 21:48:01] cifar10-resnet56 INFO: Epoch 62/300, Acc=0.7893, Val Loss=0.6489, lr=0.1000
[02/28 21:48:06] cifar10-resnet56 INFO: Epoch 63/300, Acc=0.7910, Val Loss=0.6325, lr=0.1000
[02/28 21:48:11] cifar10-resnet56 INFO: Epoch 64/300, Acc=0.6599, Val Loss=1.3219, lr=0.1000
[02/28 21:48:16] cifar10-resnet56 INFO: Epoch 65/300, Acc=0.7892, Val Loss=0.6499, lr=0.1000
[02/28 21:48:20] cifar10-resnet56 INFO: Epoch 66/300, Acc=0.7668, Val Loss=0.7357, lr=0.1000
[02/28 21:48:25] cifar10-resnet56 INFO: Epoch 67/300, Acc=0.8216, Val Loss=0.5317, lr=0.1000
[02/28 21:48:30] cifar10-resnet56 INFO: Epoch 68/300, Acc=0.8170, Val Loss=0.5477, lr=0.1000
[02/28 21:48:34] cifar10-resnet56 INFO: Epoch 69/300, Acc=0.8260, Val Loss=0.5292, lr=0.1000
[02/28 21:48:39] cifar10-resnet56 INFO: Epoch 70/300, Acc=0.7861, Val Loss=0.6685, lr=0.1000
[02/28 21:48:44] cifar10-resnet56 INFO: Epoch 71/300, Acc=0.7926, Val Loss=0.6321, lr=0.1000
[02/28 21:48:49] cifar10-resnet56 INFO: Epoch 72/300, Acc=0.7891, Val Loss=0.6484, lr=0.1000
[02/28 21:48:53] cifar10-resnet56 INFO: Epoch 73/300, Acc=0.7875, Val Loss=0.6279, lr=0.1000
[02/28 21:48:58] cifar10-resnet56 INFO: Epoch 74/300, Acc=0.8144, Val Loss=0.5766, lr=0.1000
[02/28 21:49:03] cifar10-resnet56 INFO: Epoch 75/300, Acc=0.7998, Val Loss=0.6033, lr=0.1000
[02/28 21:49:07] cifar10-resnet56 INFO: Epoch 76/300, Acc=0.7589, Val Loss=0.7182, lr=0.1000
[02/28 21:49:12] cifar10-resnet56 INFO: Epoch 77/300, Acc=0.7917, Val Loss=0.6408, lr=0.1000
[02/28 21:49:17] cifar10-resnet56 INFO: Epoch 78/300, Acc=0.8300, Val Loss=0.5364, lr=0.1000
[02/28 21:49:21] cifar10-resnet56 INFO: Epoch 79/300, Acc=0.7884, Val Loss=0.6514, lr=0.1000
[02/28 21:49:26] cifar10-resnet56 INFO: Epoch 80/300, Acc=0.8174, Val Loss=0.5458, lr=0.1000
[02/28 21:49:31] cifar10-resnet56 INFO: Epoch 81/300, Acc=0.8413, Val Loss=0.4740, lr=0.1000
[02/28 21:49:36] cifar10-resnet56 INFO: Epoch 82/300, Acc=0.7250, Val Loss=1.0048, lr=0.1000
[02/28 21:49:40] cifar10-resnet56 INFO: Epoch 83/300, Acc=0.7468, Val Loss=0.7964, lr=0.1000
[02/28 21:49:45] cifar10-resnet56 INFO: Epoch 84/300, Acc=0.8087, Val Loss=0.5826, lr=0.1000
[02/28 21:49:50] cifar10-resnet56 INFO: Epoch 85/300, Acc=0.7902, Val Loss=0.6422, lr=0.1000
[02/28 21:49:54] cifar10-resnet56 INFO: Epoch 86/300, Acc=0.8239, Val Loss=0.5364, lr=0.1000
[02/28 21:49:59] cifar10-resnet56 INFO: Epoch 87/300, Acc=0.7287, Val Loss=0.9994, lr=0.1000
[02/28 21:50:04] cifar10-resnet56 INFO: Epoch 88/300, Acc=0.7718, Val Loss=0.7159, lr=0.1000
[02/28 21:50:08] cifar10-resnet56 INFO: Epoch 89/300, Acc=0.7815, Val Loss=0.6406, lr=0.1000
[02/28 21:50:13] cifar10-resnet56 INFO: Epoch 90/300, Acc=0.7605, Val Loss=0.7431, lr=0.0200
[02/28 21:50:18] cifar10-resnet56 INFO: Epoch 91/300, Acc=0.8943, Val Loss=0.3058, lr=0.0200
[02/28 21:50:22] cifar10-resnet56 INFO: Epoch 92/300, Acc=0.8976, Val Loss=0.2993, lr=0.0200
[02/28 21:50:27] cifar10-resnet56 INFO: Epoch 93/300, Acc=0.9030, Val Loss=0.3003, lr=0.0200
[02/28 21:50:32] cifar10-resnet56 INFO: Epoch 94/300, Acc=0.9042, Val Loss=0.2971, lr=0.0200
[02/28 21:50:36] cifar10-resnet56 INFO: Epoch 95/300, Acc=0.8968, Val Loss=0.3177, lr=0.0200
[02/28 21:50:41] cifar10-resnet56 INFO: Epoch 96/300, Acc=0.8930, Val Loss=0.3295, lr=0.0200
[02/28 21:50:46] cifar10-resnet56 INFO: Epoch 97/300, Acc=0.8950, Val Loss=0.3246, lr=0.0200
[02/28 21:50:51] cifar10-resnet56 INFO: Epoch 98/300, Acc=0.8996, Val Loss=0.3074, lr=0.0200
[02/28 21:50:55] cifar10-resnet56 INFO: Epoch 99/300, Acc=0.8892, Val Loss=0.3423, lr=0.0200
[02/28 21:51:00] cifar10-resnet56 INFO: Epoch 100/300, Acc=0.8909, Val Loss=0.3494, lr=0.0200
[02/28 21:51:05] cifar10-resnet56 INFO: Epoch 101/300, Acc=0.8997, Val Loss=0.3074, lr=0.0200
[02/28 21:51:09] cifar10-resnet56 INFO: Epoch 102/300, Acc=0.8876, Val Loss=0.3553, lr=0.0200
[02/28 21:51:14] cifar10-resnet56 INFO: Epoch 103/300, Acc=0.8945, Val Loss=0.3282, lr=0.0200
[02/28 21:51:19] cifar10-resnet56 INFO: Epoch 104/300, Acc=0.8883, Val Loss=0.3435, lr=0.0200
[02/28 21:51:23] cifar10-resnet56 INFO: Epoch 105/300, Acc=0.8789, Val Loss=0.3843, lr=0.0200
[02/28 21:51:28] cifar10-resnet56 INFO: Epoch 106/300, Acc=0.8890, Val Loss=0.3473, lr=0.0200
[02/28 21:51:33] cifar10-resnet56 INFO: Epoch 107/300, Acc=0.8823, Val Loss=0.3727, lr=0.0200
[02/28 21:51:37] cifar10-resnet56 INFO: Epoch 108/300, Acc=0.8898, Val Loss=0.3521, lr=0.0200
[02/28 21:51:42] cifar10-resnet56 INFO: Epoch 109/300, Acc=0.8834, Val Loss=0.3537, lr=0.0200
[02/28 21:51:47] cifar10-resnet56 INFO: Epoch 110/300, Acc=0.8836, Val Loss=0.3629, lr=0.0200
