[03/02 16:15:23] cifar10-resnet56 INFO: Load pruned model from eccv_abla_r56_base/2/cifar10/prune/cifar10-group_norm_sl_itosp-resnet56-pruning-rate-0.5/pruned_ckpts/pruned_model_epoch_130.pth
[03/02 16:15:23] cifar10-resnet56 INFO: Params: 0.86 M => 0.47 M, (Param RR 44.59%)
[03/02 16:15:23] cifar10-resnet56 INFO: FLOPs: 127.12 M => 63.59 M (FLOPs RR 49.97%, Speed-Up 2.00X )
[03/02 16:15:28] cifar10-resnet56 INFO: Epoch 131/300, Acc=0.8714, Val Loss=0.4007, lr=0.0200
[03/02 16:15:33] cifar10-resnet56 INFO: Epoch 132/300, Acc=0.8810, Val Loss=0.3757, lr=0.0200
[03/02 16:15:37] cifar10-resnet56 INFO: Epoch 133/300, Acc=0.8791, Val Loss=0.3634, lr=0.0200
[03/02 16:15:42] cifar10-resnet56 INFO: Epoch 134/300, Acc=0.8762, Val Loss=0.3985, lr=0.0200
[03/02 16:15:47] cifar10-resnet56 INFO: Epoch 135/300, Acc=0.8740, Val Loss=0.4113, lr=0.0200
[03/02 16:15:51] cifar10-resnet56 INFO: Epoch 136/300, Acc=0.8660, Val Loss=0.4166, lr=0.0200
[03/02 16:15:56] cifar10-resnet56 INFO: Epoch 137/300, Acc=0.8624, Val Loss=0.4405, lr=0.0200
[03/02 16:16:01] cifar10-resnet56 INFO: Epoch 138/300, Acc=0.8820, Val Loss=0.3630, lr=0.0200
[03/02 16:16:05] cifar10-resnet56 INFO: Epoch 139/300, Acc=0.8924, Val Loss=0.3421, lr=0.0200
[03/02 16:16:10] cifar10-resnet56 INFO: Epoch 140/300, Acc=0.8743, Val Loss=0.4089, lr=0.0200
[03/02 16:16:15] cifar10-resnet56 INFO: Epoch 141/300, Acc=0.8655, Val Loss=0.4563, lr=0.0200
[03/02 16:16:19] cifar10-resnet56 INFO: Epoch 142/300, Acc=0.8794, Val Loss=0.3752, lr=0.0200
[03/02 16:16:24] cifar10-resnet56 INFO: Epoch 143/300, Acc=0.8784, Val Loss=0.4037, lr=0.0200
[03/02 16:16:29] cifar10-resnet56 INFO: Epoch 144/300, Acc=0.8813, Val Loss=0.3672, lr=0.0200
[03/02 16:16:33] cifar10-resnet56 INFO: Epoch 145/300, Acc=0.8922, Val Loss=0.3531, lr=0.0200
[03/02 16:16:38] cifar10-resnet56 INFO: Epoch 146/300, Acc=0.8753, Val Loss=0.4069, lr=0.0200
[03/02 16:16:43] cifar10-resnet56 INFO: Epoch 147/300, Acc=0.8880, Val Loss=0.3535, lr=0.0200
[03/02 16:16:47] cifar10-resnet56 INFO: Epoch 148/300, Acc=0.8902, Val Loss=0.3627, lr=0.0200
[03/02 16:16:52] cifar10-resnet56 INFO: Epoch 149/300, Acc=0.8706, Val Loss=0.4393, lr=0.0200
[03/02 16:16:56] cifar10-resnet56 INFO: Epoch 150/300, Acc=0.8956, Val Loss=0.3402, lr=0.0200
[03/02 16:17:01] cifar10-resnet56 INFO: Epoch 151/300, Acc=0.8854, Val Loss=0.3746, lr=0.0200
[03/02 16:17:06] cifar10-resnet56 INFO: Epoch 152/300, Acc=0.8930, Val Loss=0.3467, lr=0.0200
[03/02 16:17:10] cifar10-resnet56 INFO: Epoch 153/300, Acc=0.8502, Val Loss=0.5194, lr=0.0200
[03/02 16:17:15] cifar10-resnet56 INFO: Epoch 154/300, Acc=0.8836, Val Loss=0.3836, lr=0.0200
[03/02 16:17:20] cifar10-resnet56 INFO: Epoch 155/300, Acc=0.8495, Val Loss=0.5127, lr=0.0200
[03/02 16:17:24] cifar10-resnet56 INFO: Epoch 156/300, Acc=0.8844, Val Loss=0.3651, lr=0.0200
[03/02 16:17:29] cifar10-resnet56 INFO: Epoch 157/300, Acc=0.8906, Val Loss=0.3459, lr=0.0200
[03/02 16:17:34] cifar10-resnet56 INFO: Epoch 158/300, Acc=0.8922, Val Loss=0.3524, lr=0.0200
[03/02 16:17:38] cifar10-resnet56 INFO: Epoch 159/300, Acc=0.8853, Val Loss=0.3740, lr=0.0200
[03/02 16:17:43] cifar10-resnet56 INFO: Epoch 160/300, Acc=0.8962, Val Loss=0.3141, lr=0.0200
[03/02 16:17:47] cifar10-resnet56 INFO: Epoch 161/300, Acc=0.8785, Val Loss=0.3992, lr=0.0200
[03/02 16:17:52] cifar10-resnet56 INFO: Epoch 162/300, Acc=0.8879, Val Loss=0.3728, lr=0.0200
[03/02 16:17:57] cifar10-resnet56 INFO: Epoch 163/300, Acc=0.8807, Val Loss=0.3820, lr=0.0200
[03/02 16:18:01] cifar10-resnet56 INFO: Epoch 164/300, Acc=0.8967, Val Loss=0.3399, lr=0.0200
[03/02 16:18:06] cifar10-resnet56 INFO: Epoch 165/300, Acc=0.8857, Val Loss=0.3770, lr=0.0200
[03/02 16:18:11] cifar10-resnet56 INFO: Epoch 166/300, Acc=0.8531, Val Loss=0.5220, lr=0.0200
[03/02 16:18:15] cifar10-resnet56 INFO: Epoch 167/300, Acc=0.8907, Val Loss=0.3774, lr=0.0200
[03/02 16:18:20] cifar10-resnet56 INFO: Epoch 168/300, Acc=0.8910, Val Loss=0.3710, lr=0.0200
[03/02 16:18:25] cifar10-resnet56 INFO: Epoch 169/300, Acc=0.8869, Val Loss=0.3510, lr=0.0200
[03/02 16:18:29] cifar10-resnet56 INFO: Epoch 170/300, Acc=0.8824, Val Loss=0.3911, lr=0.0200
[03/02 16:18:34] cifar10-resnet56 INFO: Epoch 171/300, Acc=0.8730, Val Loss=0.4122, lr=0.0200
[03/02 16:18:39] cifar10-resnet56 INFO: Epoch 172/300, Acc=0.8810, Val Loss=0.3875, lr=0.0200
[03/02 16:18:44] cifar10-resnet56 INFO: Epoch 173/300, Acc=0.8946, Val Loss=0.3475, lr=0.0200
[03/02 16:18:48] cifar10-resnet56 INFO: Epoch 174/300, Acc=0.8833, Val Loss=0.3860, lr=0.0200
[03/02 16:18:53] cifar10-resnet56 INFO: Epoch 175/300, Acc=0.8827, Val Loss=0.3987, lr=0.0200
[03/02 16:18:58] cifar10-resnet56 INFO: Epoch 176/300, Acc=0.8880, Val Loss=0.3621, lr=0.0200
[03/02 16:19:02] cifar10-resnet56 INFO: Epoch 177/300, Acc=0.8913, Val Loss=0.3559, lr=0.0200
[03/02 16:19:07] cifar10-resnet56 INFO: Epoch 178/300, Acc=0.8836, Val Loss=0.3872, lr=0.0200
[03/02 16:19:12] cifar10-resnet56 INFO: Epoch 179/300, Acc=0.8728, Val Loss=0.4199, lr=0.0200
[03/02 16:19:16] cifar10-resnet56 INFO: Epoch 180/300, Acc=0.8742, Val Loss=0.4111, lr=0.0040
[03/02 16:19:21] cifar10-resnet56 INFO: Epoch 181/300, Acc=0.9270, Val Loss=0.2385, lr=0.0040
[03/02 16:19:26] cifar10-resnet56 INFO: Epoch 182/300, Acc=0.9308, Val Loss=0.2423, lr=0.0040
[03/02 16:19:30] cifar10-resnet56 INFO: Epoch 183/300, Acc=0.9282, Val Loss=0.2463, lr=0.0040
[03/02 16:19:35] cifar10-resnet56 INFO: Epoch 184/300, Acc=0.9296, Val Loss=0.2458, lr=0.0040
[03/02 16:19:39] cifar10-resnet56 INFO: Epoch 185/300, Acc=0.9301, Val Loss=0.2456, lr=0.0040
[03/02 16:19:44] cifar10-resnet56 INFO: Epoch 186/300, Acc=0.9310, Val Loss=0.2502, lr=0.0040
[03/02 16:19:49] cifar10-resnet56 INFO: Epoch 187/300, Acc=0.9302, Val Loss=0.2608, lr=0.0040
[03/02 16:19:53] cifar10-resnet56 INFO: Epoch 188/300, Acc=0.9314, Val Loss=0.2604, lr=0.0040
[03/02 16:19:58] cifar10-resnet56 INFO: Epoch 189/300, Acc=0.9297, Val Loss=0.2656, lr=0.0040
[03/02 16:20:03] cifar10-resnet56 INFO: Epoch 190/300, Acc=0.9295, Val Loss=0.2665, lr=0.0040
[03/02 16:20:07] cifar10-resnet56 INFO: Epoch 191/300, Acc=0.9318, Val Loss=0.2646, lr=0.0040
[03/02 16:20:12] cifar10-resnet56 INFO: Epoch 192/300, Acc=0.9282, Val Loss=0.2729, lr=0.0040
[03/02 16:20:17] cifar10-resnet56 INFO: Epoch 193/300, Acc=0.9303, Val Loss=0.2696, lr=0.0040
[03/02 16:20:21] cifar10-resnet56 INFO: Epoch 194/300, Acc=0.9299, Val Loss=0.2730, lr=0.0040
[03/02 16:20:26] cifar10-resnet56 INFO: Epoch 195/300, Acc=0.9313, Val Loss=0.2770, lr=0.0040
[03/02 16:20:31] cifar10-resnet56 INFO: Epoch 196/300, Acc=0.9327, Val Loss=0.2744, lr=0.0040
[03/02 16:20:35] cifar10-resnet56 INFO: Epoch 197/300, Acc=0.9305, Val Loss=0.2822, lr=0.0040
[03/02 16:20:40] cifar10-resnet56 INFO: Epoch 198/300, Acc=0.9306, Val Loss=0.2775, lr=0.0040
[03/02 16:20:45] cifar10-resnet56 INFO: Epoch 199/300, Acc=0.9297, Val Loss=0.2823, lr=0.0040
[03/02 16:20:49] cifar10-resnet56 INFO: Epoch 200/300, Acc=0.9300, Val Loss=0.2962, lr=0.0040
[03/02 16:20:54] cifar10-resnet56 INFO: Epoch 201/300, Acc=0.9285, Val Loss=0.3026, lr=0.0040
[03/02 16:20:59] cifar10-resnet56 INFO: Epoch 202/300, Acc=0.9273, Val Loss=0.2919, lr=0.0040
[03/02 16:21:03] cifar10-resnet56 INFO: Epoch 203/300, Acc=0.9252, Val Loss=0.3007, lr=0.0040
[03/02 16:21:08] cifar10-resnet56 INFO: Epoch 204/300, Acc=0.9280, Val Loss=0.3001, lr=0.0040
[03/02 16:21:13] cifar10-resnet56 INFO: Epoch 205/300, Acc=0.9295, Val Loss=0.2866, lr=0.0040
[03/02 16:21:17] cifar10-resnet56 INFO: Epoch 206/300, Acc=0.9257, Val Loss=0.3006, lr=0.0040
[03/02 16:21:22] cifar10-resnet56 INFO: Epoch 207/300, Acc=0.9279, Val Loss=0.2984, lr=0.0040
[03/02 16:21:27] cifar10-resnet56 INFO: Epoch 208/300, Acc=0.9280, Val Loss=0.2894, lr=0.0040
[03/02 16:21:31] cifar10-resnet56 INFO: Epoch 209/300, Acc=0.9279, Val Loss=0.2949, lr=0.0040
[03/02 16:21:36] cifar10-resnet56 INFO: Epoch 210/300, Acc=0.9262, Val Loss=0.3074, lr=0.0040
[03/02 16:21:41] cifar10-resnet56 INFO: Epoch 211/300, Acc=0.9254, Val Loss=0.3176, lr=0.0040
[03/02 16:21:45] cifar10-resnet56 INFO: Epoch 212/300, Acc=0.9270, Val Loss=0.2980, lr=0.0040
[03/02 16:21:50] cifar10-resnet56 INFO: Epoch 213/300, Acc=0.9252, Val Loss=0.3128, lr=0.0040
[03/02 16:21:55] cifar10-resnet56 INFO: Epoch 214/300, Acc=0.9250, Val Loss=0.3180, lr=0.0040
[03/02 16:21:59] cifar10-resnet56 INFO: Epoch 215/300, Acc=0.9279, Val Loss=0.2957, lr=0.0040
[03/02 16:22:04] cifar10-resnet56 INFO: Epoch 216/300, Acc=0.9237, Val Loss=0.3302, lr=0.0040
[03/02 16:22:09] cifar10-resnet56 INFO: Epoch 217/300, Acc=0.9272, Val Loss=0.3125, lr=0.0040
[03/02 16:22:13] cifar10-resnet56 INFO: Epoch 218/300, Acc=0.9206, Val Loss=0.3326, lr=0.0040
[03/02 16:22:18] cifar10-resnet56 INFO: Epoch 219/300, Acc=0.9243, Val Loss=0.3180, lr=0.0040
[03/02 16:22:22] cifar10-resnet56 INFO: Epoch 220/300, Acc=0.9245, Val Loss=0.3112, lr=0.0040
[03/02 16:22:27] cifar10-resnet56 INFO: Epoch 221/300, Acc=0.9246, Val Loss=0.3204, lr=0.0040
