[03/02 14:56:47] cifar10-resnet56 INFO: Load pruned model from eccv_abla_r56_base/1/cifar10/prune/cifar10-group_norm_sl_itosp-resnet56-pruning-rate-0.5/pruned_ckpts/pruned_model_epoch_120.pth
[03/02 14:56:48] cifar10-resnet56 INFO: Params: 0.86 M => 0.49 M, (Param RR 42.64%)
[03/02 14:56:48] cifar10-resnet56 INFO: FLOPs: 127.12 M => 62.97 M (FLOPs RR 50.47%, Speed-Up 2.02X )
[03/02 14:56:52] cifar10-resnet56 INFO: Epoch 121/300, Acc=0.8656, Val Loss=0.4271, lr=0.0200
[03/02 14:56:57] cifar10-resnet56 INFO: Epoch 122/300, Acc=0.8626, Val Loss=0.4735, lr=0.0200
[03/02 14:57:02] cifar10-resnet56 INFO: Epoch 123/300, Acc=0.8953, Val Loss=0.3230, lr=0.0200
[03/02 14:57:06] cifar10-resnet56 INFO: Epoch 124/300, Acc=0.8918, Val Loss=0.3454, lr=0.0200
[03/02 14:57:11] cifar10-resnet56 INFO: Epoch 125/300, Acc=0.8898, Val Loss=0.3463, lr=0.0200
[03/02 14:57:15] cifar10-resnet56 INFO: Epoch 126/300, Acc=0.8805, Val Loss=0.3829, lr=0.0200
[03/02 14:57:20] cifar10-resnet56 INFO: Epoch 127/300, Acc=0.8858, Val Loss=0.3503, lr=0.0200
[03/02 14:57:24] cifar10-resnet56 INFO: Epoch 128/300, Acc=0.8892, Val Loss=0.3651, lr=0.0200
[03/02 14:57:29] cifar10-resnet56 INFO: Epoch 129/300, Acc=0.9013, Val Loss=0.3049, lr=0.0200
[03/02 14:57:34] cifar10-resnet56 INFO: Epoch 130/300, Acc=0.8902, Val Loss=0.3505, lr=0.0200
[03/02 14:57:38] cifar10-resnet56 INFO: Epoch 131/300, Acc=0.8891, Val Loss=0.3432, lr=0.0200
[03/02 14:57:43] cifar10-resnet56 INFO: Epoch 132/300, Acc=0.8947, Val Loss=0.3362, lr=0.0200
[03/02 14:57:47] cifar10-resnet56 INFO: Epoch 133/300, Acc=0.9002, Val Loss=0.3263, lr=0.0200
[03/02 14:57:52] cifar10-resnet56 INFO: Epoch 134/300, Acc=0.8963, Val Loss=0.3197, lr=0.0200
