[02/29 00:05:33] cifar10-resnet56 INFO: Params: 0.86 M => 0.46 M, (Param RR 46.55%)
[02/29 00:05:33] cifar10-resnet56 INFO: FLOPs: 127.12 M => 62.00 M (FLOPs RR 51.23%, Speed-Up 2.05X )
[02/29 00:05:38] cifar10-resnet56 INFO: Epoch 71/300, Acc=0.7831, Val Loss=0.6504, lr=0.1000
[02/29 00:05:43] cifar10-resnet56 INFO: Epoch 72/300, Acc=0.7169, Val Loss=0.8886, lr=0.1000
[02/29 00:05:47] cifar10-resnet56 INFO: Epoch 73/300, Acc=0.7740, Val Loss=0.7415, lr=0.1000
[02/29 00:05:52] cifar10-resnet56 INFO: Epoch 74/300, Acc=0.7781, Val Loss=0.6908, lr=0.1000
[02/29 00:05:56] cifar10-resnet56 INFO: Epoch 75/300, Acc=0.7836, Val Loss=0.6749, lr=0.1000
[02/29 00:06:01] cifar10-resnet56 INFO: Epoch 76/300, Acc=0.7139, Val Loss=1.0509, lr=0.1000
[02/29 00:06:06] cifar10-resnet56 INFO: Epoch 77/300, Acc=0.7861, Val Loss=0.6870, lr=0.1000
[02/29 00:06:10] cifar10-resnet56 INFO: Epoch 78/300, Acc=0.8016, Val Loss=0.5996, lr=0.1000
[02/29 00:06:15] cifar10-resnet56 INFO: Epoch 79/300, Acc=0.7697, Val Loss=0.7122, lr=0.1000
[02/29 00:06:19] cifar10-resnet56 INFO: Epoch 80/300, Acc=0.8044, Val Loss=0.6031, lr=0.1000
[02/29 00:06:24] cifar10-resnet56 INFO: Epoch 81/300, Acc=0.7433, Val Loss=0.8156, lr=0.1000
[02/29 00:06:29] cifar10-resnet56 INFO: Epoch 82/300, Acc=0.8334, Val Loss=0.4967, lr=0.1000
[02/29 00:06:33] cifar10-resnet56 INFO: Epoch 83/300, Acc=0.7808, Val Loss=0.6772, lr=0.1000
[02/29 00:06:38] cifar10-resnet56 INFO: Epoch 84/300, Acc=0.8204, Val Loss=0.5396, lr=0.1000
[02/29 00:06:42] cifar10-resnet56 INFO: Epoch 85/300, Acc=0.7771, Val Loss=0.7967, lr=0.1000
[02/29 00:06:47] cifar10-resnet56 INFO: Epoch 86/300, Acc=0.8116, Val Loss=0.6126, lr=0.1000
[02/29 00:06:52] cifar10-resnet56 INFO: Epoch 87/300, Acc=0.7864, Val Loss=0.6674, lr=0.1000
[02/29 00:06:56] cifar10-resnet56 INFO: Epoch 88/300, Acc=0.7950, Val Loss=0.5945, lr=0.1000
[02/29 00:07:01] cifar10-resnet56 INFO: Epoch 89/300, Acc=0.7625, Val Loss=0.7924, lr=0.1000
[02/29 00:07:06] cifar10-resnet56 INFO: Epoch 90/300, Acc=0.8134, Val Loss=0.5731, lr=0.0200
[02/29 00:07:10] cifar10-resnet56 INFO: Epoch 91/300, Acc=0.9007, Val Loss=0.2956, lr=0.0200
[02/29 00:07:15] cifar10-resnet56 INFO: Epoch 92/300, Acc=0.9024, Val Loss=0.2949, lr=0.0200
[02/29 00:07:19] cifar10-resnet56 INFO: Epoch 93/300, Acc=0.9055, Val Loss=0.2848, lr=0.0200
[02/29 00:07:24] cifar10-resnet56 INFO: Epoch 94/300, Acc=0.9052, Val Loss=0.2841, lr=0.0200
[02/29 00:07:29] cifar10-resnet56 INFO: Epoch 95/300, Acc=0.9071, Val Loss=0.2855, lr=0.0200
[02/29 00:07:33] cifar10-resnet56 INFO: Epoch 96/300, Acc=0.9005, Val Loss=0.2946, lr=0.0200
[02/29 00:07:38] cifar10-resnet56 INFO: Epoch 97/300, Acc=0.9033, Val Loss=0.3004, lr=0.0200
[02/29 00:07:42] cifar10-resnet56 INFO: Epoch 98/300, Acc=0.8980, Val Loss=0.3193, lr=0.0200
[02/29 00:07:47] cifar10-resnet56 INFO: Epoch 99/300, Acc=0.9040, Val Loss=0.3028, lr=0.0200
[02/29 00:07:52] cifar10-resnet56 INFO: Epoch 100/300, Acc=0.8986, Val Loss=0.3118, lr=0.0200
[02/29 00:07:56] cifar10-resnet56 INFO: Epoch 101/300, Acc=0.8935, Val Loss=0.3347, lr=0.0200
[02/29 00:08:01] cifar10-resnet56 INFO: Epoch 102/300, Acc=0.8876, Val Loss=0.3620, lr=0.0200
[02/29 00:08:05] cifar10-resnet56 INFO: Epoch 103/300, Acc=0.8932, Val Loss=0.3264, lr=0.0200
[02/29 00:08:10] cifar10-resnet56 INFO: Epoch 104/300, Acc=0.8872, Val Loss=0.3606, lr=0.0200
[02/29 00:08:15] cifar10-resnet56 INFO: Epoch 105/300, Acc=0.8996, Val Loss=0.3145, lr=0.0200
[02/29 00:08:19] cifar10-resnet56 INFO: Epoch 106/300, Acc=0.8925, Val Loss=0.3299, lr=0.0200
[02/29 00:08:24] cifar10-resnet56 INFO: Epoch 107/300, Acc=0.8823, Val Loss=0.3793, lr=0.0200
[02/29 00:08:28] cifar10-resnet56 INFO: Epoch 108/300, Acc=0.8842, Val Loss=0.3557, lr=0.0200
[02/29 00:08:33] cifar10-resnet56 INFO: Epoch 109/300, Acc=0.8793, Val Loss=0.3853, lr=0.0200
